sale_id,store_id,product_id,sale_date,quantity,revenue
183,S001,P009,2026-06-11,3,149.97
184,S001,P010,2026-06-11,4,99.96
185,S001,P011,2026-06-11,8,359.92
186,S001,P012,2026-06-11,3,104.97
187,S001,P013,2026-06-11,6,179.94
188,S001,P014,2026-06-11,8,159.92
189,S001,P015,2026-06-11,6,329.94
190,S001,P016,2026-06-11,2,139.98
191,S001,P017,2026-06-11,6,209.94
192,S001,P018,2026-06-11,4,59.96
193,S001,P019,2026-06-11,5,139.95
194,S001,P020,2026-06-11,2,149.98
195,S002,P001,2026-06-11,2,119.98
196,S002,P002,2026-06-11,4,159.96
197,S002,P003,2026-06-11,8,719.92
198,S002,P004,2026-06-11,8,159.92
199,S002,P005,2026-06-11,4,119.96
200,S002,P006,2026-06-11,5,599.95
201,S002,P007,2026-06-11,3,299.97
202,S002,P009,2026-06-11,2,99.98
203,S002,P010,2026-06-11,7,174.93
204,S002,P011,2026-06-11,5,224.95
205,S002,P012,2026-06-11,8,279.92
206,S002,P013,2026-06-11,2,59.98
207,S002,P014,2026-06-11,8,159.92
208,S002,P015,2026-06-11,6,329.94
209,S002,P016,2026-06-11,8,559.92
210,S002,P017,2026-06-11,3,104.97
211,S002,P018,2026-06-11,3,44.97
212,S002,P019,2026-06-11,7,195.93
213,S002,P020,2026-06-11,5,374.95
214,S003,P001,2026-06-11,6,359.94
215,S003,P002,2026-06-11,3,119.97
216,S003,P003,2026-06-11,4,359.96
217,S003,P004,2026-06-11,6,119.94
218,S003,P005,2026-06-11,8,239.92
219,S003,P006,2026-06-11,8,959.92
220,S003,P007,2026-06-11,3,299.97
221,S003,P008,2026-06-11,2,159.98
222,S003,P009,2026-06-11,7,349.93
223,S003,P010,2026-06-11,3,74.97
224,S003,P011,2026-06-11,7,314.93
225,S003,P012,2026-06-11,4,139.96
226,S003,P013,2026-06-11,5,149.95
227,S003,P014,2026-06-11,7,139.93
228,S003,P015,2026-06-11,7,384.93
229,S003,P016,2026-06-11,4,279.96
230,S003,P017,2026-06-11,5,174.95
231,S003,P018,2026-06-11,6,89.94
232,S003,P019,2026-06-11,5,139.95
233,S003,P020,2026-06-11,2,149.98
234,S001,P001,2026-06-12,3,179.97
235,S001,P002,2026-06-12,3,119.97
236,S001,P003,2026-06-12,2,179.98
237,S001,P004,2026-06-12,4,79.96
238,S001,P005,2026-06-12,2,59.98
239,S001,P006,2026-06-12,9,1079.91
240,S001,P007,2026-06-12,3,299.97
241,S001,P009,2026-06-12,2,99.98
242,S001,P010,2026-06-12,2,49.98
243,S001,P011,2026-06-12,7,314.93
244,S001,P012,2026-06-12,7,244.93
245,S001,P013,2026-06-12,2,59.98
246,S001,P014,2026-06-12,3,59.97
247,S001,P015,2026-06-12,2,109.98
248,S001,P016,2026-06-12,2,139.98
249,S001,P017,2026-06-12,8,279.92
250,S001,P018,2026-06-12,4,59.96
251,S001,P019,2026-06-12,2,55.98
252,S001,P020,2026-06-12,6,449.94
253,S002,P001,2026-06-12,3,179.97
254,S002,P002,2026-06-12,4,159.96
255,S002,P003,2026-06-12,7,629.93
256,S002,P004,2026-06-12,5,99.95
257,S002,P005,2026-06-12,3,89.97
258,S002,P006,2026-06-12,6,719.94
259,S002,P007,2026-06-12,7,699.93
260,S002,P008,2026-06-12,2,159.98
261,S002,P009,2026-06-12,5,249.95
262,S002,P010,2026-06-12,3,74.97
263,S002,P011,2026-06-12,8,359.92
264,S002,P012,2026-06-12,5,174.95
265,S002,P013,2026-06-12,8,239.92
266,S002,P014,2026-06-12,5,99.95
267,S002,P015,2026-06-12,3,164.97
268,S002,P016,2026-06-12,2,139.98
269,S002,P017,2026-06-12,2,69.98
270,S002,P018,2026-06-12,7,104.93
271,S002,P019,2026-06-12,5,139.95
272,S002,P020,2026-06-12,4,299.96
273,S003,P001,2026-06-12,5,299.95
274,S003,P002,2026-06-12,5,199.95
275,S003,P003,2026-06-12,5,449.95
276,S003,P004,2026-06-12,8,159.92
277,S003,P005,2026-06-12,7,209.93
278,S003,P006,2026-06-12,10,1199.9
279,S003,P007,2026-06-12,7,699.93
280,S003,P009,2026-06-12,2,99.98
281,S003,P010,2026-06-12,5,124.95
282,S003,P011,2026-06-12,7,314.93
283,S003,P012,2026-06-12,4,139.96
284,S003,P013,2026-06-12,8,239.92
285,S003,P014,2026-06-12,8,159.92
286,S003,P015,2026-06-12,2,109.98
287,S003,P016,2026-06-12,3,209.97
288,S003,P017,2026-06-12,3,104.97
289,S003,P018,2026-06-12,3,44.97
290,S003,P019,2026-06-12,6,167.94
291,S003,P020,2026-06-12,5,374.95
292,S001,P001,2026-06-13,3,179.97
293,S001,P002,2026-06-13,6,239.94
294,S001,P003,2026-06-13,3,269.97
295,S001,P004,2026-06-13,5,99.95
296,S001,P005,2026-06-13,6,179.94
297,S001,P006,2026-06-13,6,719.94
298,S001,P007,2026-06-13,6,599.94
299,S001,P008,2026-06-13,2,159.98
300,S001,P009,2026-06-13,2,99.98
301,S001,P010,2026-06-13,2,49.98
302,S001,P011,2026-06-13,8,359.92
303,S001,P012,2026-06-13,7,244.93
304,S001,P013,2026-06-13,10,299.9
305,S001,P014,2026-06-13,2,39.98
306,S001,P015,2026-06-13,2,109.98
307,S001,P016,2026-06-13,10,699.9
308,S001,P017,2026-06-13,10,349.9
309,S001,P018,2026-06-13,3,44.97
310,S001,P019,2026-06-13,3,83.97
311,S001,P020,2026-06-13,6,449.94
312,S002,P001,2026-06-13,6,359.94
313,S002,P002,2026-06-13,6,239.94
314,S002,P003,2026-06-13,3,269.97
315,S002,P004,2026-06-13,10,199.9
316,S002,P005,2026-06-13,6,179.94
317,S002,P006,2026-06-13,7,839.93
318,S002,P007,2026-06-13,6,599.94
319,S002,P008,2026-06-13,1,79.99
320,S002,P009,2026-06-13,5,249.95
321,S002,P010,2026-06-13,10,249.9
322,S002,P011,2026-06-13,10,449.9
323,S002,P012,2026-06-13,6,209.94
324,S002,P013,2026-06-13,5,149.95
325,S002,P014,2026-06-13,6,119.94
326,S002,P015,2026-06-13,8,439.92
327,S002,P016,2026-06-13,8,559.92
328,S002,P017,2026-06-13,10,349.9
329,S002,P018,2026-06-13,7,104.93
330,S002,P019,2026-06-13,8,223.92
331,S002,P020,2026-06-13,8,599.92
332,S003,P001,2026-06-13,6,359.94
333,S003,P002,2026-06-13,3,119.97
334,S003,P003,2026-06-13,3,269.97
335,S003,P004,2026-06-13,5,99.95
336,S003,P005,2026-06-13,3,89.97
337,S003,P006,2026-06-13,11,1319.89
338,S003,P007,2026-06-13,8,799.92
339,S003,P009,2026-06-13,8,399.92
340,S003,P010,2026-06-13,5,124.95
341,S003,P011,2026-06-13,2,89.98
342,S003,P012,2026-06-13,2,69.98
343,S003,P013,2026-06-13,7,209.93
344,S003,P014,2026-06-13,6,119.94
345,S003,P015,2026-06-13,7,384.93
346,S003,P016,2026-06-13,10,699.9
347,S003,P017,2026-06-13,7,244.93
348,S003,P018,2026-06-13,3,44.97
349,S003,P019,2026-06-13,2,55.98
350,S003,P020,2026-06-13,7,524.93
351,S001,P001,2026-06-14,2,119.98
352,S001,P002,2026-06-14,10,399.9
353,S001,P003,2026-06-14,3,269.97
354,S001,P004,2026-06-14,2,39.98
355,S001,P005,2026-06-14,7,209.93
356,S001,P006,2026-06-14,12,1439.88
357,S001,P007,2026-06-14,10,999.9
358,S001,P008,2026-06-14,1,79.99
359,S001,P009,2026-06-14,2,99.98
360,S001,P010,2026-06-14,7,174.93
361,S001,P011,2026-06-14,3,134.97
362,S001,P012,2026-06-14,7,244.93
363,S001,P013,2026-06-14,7,209.93
364,S001,P014,2026-06-14,2,39.98
365,S001,P015,2026-06-14,7,384.93
366,S001,P016,2026-06-14,2,139.98
367,S001,P017,2026-06-14,6,209.94
368,S001,P018,2026-06-14,8,119.92
369,S001,P019,2026-06-14,7,195.93
370,S001,P020,2026-06-14,7,524.93
371,S002,P001,2026-06-14,7,419.93
372,S002,P002,2026-06-14,5,199.95
373,S002,P003,2026-06-14,5,449.95
374,S002,P004,2026-06-14,3,59.97
375,S002,P005,2026-06-14,8,239.92
376,S002,P006,2026-06-14,8,959.92
377,S002,P007,2026-06-14,3,299.97
378,S002,P008,2026-06-14,1,79.99
379,S002,P009,2026-06-14,3,149.97
380,S002,P010,2026-06-14,8,199.92
381,S002,P011,2026-06-14,8,359.92
382,S002,P012,2026-06-14,5,174.95
383,S002,P013,2026-06-14,6,179.94
384,S002,P014,2026-06-14,5,99.95
385,S002,P015,2026-06-14,10,549.9
386,S002,P016,2026-06-14,2,139.98
387,S002,P017,2026-06-14,2,69.98
388,S002,P018,2026-06-14,6,89.94
389,S002,P019,2026-06-14,7,195.93
390,S002,P020,2026-06-14,7,524.93
391,S003,P001,2026-06-14,2,119.98
392,S003,P002,2026-06-14,2,79.98
393,S003,P003,2026-06-14,7,629.93
394,S003,P004,2026-06-14,3,59.97
395,S003,P005,2026-06-14,7,209.93
396,S003,P006,2026-06-14,7,839.93
397,S003,P007,2026-06-14,5,499.95
398,S003,P009,2026-06-14,5,249.95
399,S003,P010,2026-06-14,5,124.95
400,S003,P011,2026-06-14,3,134.97
401,S003,P012,2026-06-14,6,209.94
402,S003,P013,2026-06-14,10,299.9
403,S003,P014,2026-06-14,7,139.93
404,S003,P015,2026-06-14,8,439.92
405,S003,P016,2026-06-14,5,349.95
406,S003,P017,2026-06-14,7,244.93
407,S003,P018,2026-06-14,10,149.9
408,S003,P019,2026-06-14,8,223.92
409,S003,P020,2026-06-14,7,524.93
410,S001,P001,2026-06-15,2,119.98
411,S001,P002,2026-06-15,7,279.93
412,S001,P003,2026-06-15,8,719.92
413,S001,P004,2026-06-15,6,119.94
414,S001,P005,2026-06-15,4,119.96
415,S001,P006,2026-06-15,5,599.95
416,S001,P007,2026-06-15,3,299.97
417,S001,P009,2026-06-15,2,99.98
418,S001,P010,2026-06-15,7,174.93
419,S001,P011,2026-06-15,6,269.94
420,S001,P012,2026-06-15,3,104.97
421,S001,P013,2026-06-15,4,119.96
422,S001,P014,2026-06-15,4,79.96
423,S001,P015,2026-06-15,6,329.94
424,S001,P016,2026-06-15,3,209.97
425,S001,P017,2026-06-15,7,244.93
426,S001,P018,2026-06-15,4,59.96
427,S001,P019,2026-06-15,3,83.97
428,S001,P020,2026-06-15,7,524.93
429,S002,P001,2026-06-15,7,419.93
430,S002,P002,2026-06-15,8,319.92
431,S002,P003,2026-06-15,4,359.96
432,S002,P004,2026-06-15,6,119.94
433,S002,P005,2026-06-15,5,149.95
434,S002,P006,2026-06-15,5,599.95
435,S002,P007,2026-06-15,2,199.98
436,S002,P008,2026-06-15,1,79.99
437,S002,P009,2026-06-15,8,399.92
438,S002,P010,2026-06-15,4,99.96
439,S002,P011,2026-06-15,2,89.98
440,S002,P012,2026-06-15,2,69.98
441,S002,P013,2026-06-15,4,119.96
442,S002,P014,2026-06-15,8,159.92
443,S002,P015,2026-06-15,3,164.97
444,S002,P016,2026-06-15,7,489.93
445,S002,P017,2026-06-15,4,139.96
446,S002,P018,2026-06-15,3,44.97
447,S002,P019,2026-06-15,7,195.93
448,S002,P020,2026-06-15,5,374.95
449,S003,P001,2026-06-15,6,359.94
450,S003,P002,2026-06-15,7,279.93
451,S003,P003,2026-06-15,5,449.95
452,S003,P004,2026-06-15,6,119.94
453,S003,P005,2026-06-15,2,59.98
454,S003,P006,2026-06-15,5,599.95
455,S003,P007,2026-06-15,7,699.93
456,S003,P008,2026-06-15,2,159.98
457,S003,P009,2026-06-15,2,99.98
458,S003,P010,2026-06-15,8,199.92
459,S003,P011,2026-06-15,4,179.96
460,S003,P012,2026-06-15,6,209.94
461,S003,P013,2026-06-15,6,179.94
462,S003,P014,2026-06-15,3,59.97
463,S003,P015,2026-06-15,5,274.95
464,S003,P016,2026-06-15,3,209.97
465,S003,P017,2026-06-15,2,69.98
466,S003,P018,2026-06-15,4,59.96
467,S003,P019,2026-06-15,4,111.96
468,S003,P020,2026-06-15,8,599.92
469,S001,P001,2026-06-16,8,479.92
470,S001,P002,2026-06-16,2,79.98
471,S001,P003,2026-06-16,4,359.96
472,S001,P004,2026-06-16,3,59.97
473,S001,P005,2026-06-16,7,209.93
474,S001,P006,2026-06-16,10,1199.9
475,S001,P007,2026-06-16,2,199.98
476,S001,P008,2026-06-16,2,159.98
477,S001,P009,2026-06-16,8,399.92
478,S001,P010,2026-06-16,5,124.95
479,S001,P011,2026-06-16,6,269.94
480,S001,P012,2026-06-16,7,244.93
481,S001,P013,2026-06-16,3,89.97
482,S001,P014,2026-06-16,3,59.97
483,S001,P015,2026-06-16,8,439.92
484,S001,P016,2026-06-16,3,209.97
485,S001,P017,2026-06-16,8,279.92
486,S001,P018,2026-06-16,8,119.92
487,S001,P019,2026-06-16,3,83.97
488,S001,P020,2026-06-16,5,374.95
489,S002,P001,2026-06-16,2,119.98
490,S002,P002,2026-06-16,3,119.97
491,S002,P003,2026-06-16,7,629.93
492,S002,P004,2026-06-16,4,79.96
493,S002,P005,2026-06-16,8,239.92
494,S002,P006,2026-06-16,10,1199.9
495,S002,P007,2026-06-16,8,799.92
496,S002,P009,2026-06-16,4,199.96
497,S002,P010,2026-06-16,3,74.97
498,S002,P011,2026-06-16,8,359.92
499,S002,P012,2026-06-16,7,244.93
500,S002,P013,2026-06-16,2,59.98
501,S002,P014,2026-06-16,5,99.95
502,S002,P015,2026-06-16,8,439.92
503,S002,P016,2026-06-16,2,139.98
504,S002,P017,2026-06-16,8,279.92
505,S002,P018,2026-06-16,5,74.95
506,S002,P019,2026-06-16,3,83.97
507,S002,P020,2026-06-16,3,224.97
508,S003,P001,2026-06-16,8,479.92
509,S003,P002,2026-06-16,5,199.95
510,S003,P003,2026-06-16,4,359.96
511,S003,P004,2026-06-16,4,79.96
512,S003,P005,2026-06-16,8,239.92
513,S003,P006,2026-06-16,6,719.94
514,S003,P007,2026-06-16,3,299.97
515,S003,P008,2026-06-16,2,159.98
516,S003,P009,2026-06-16,3,149.97
517,S003,P010,2026-06-16,5,124.95
518,S003,P011,2026-06-16,4,179.96
519,S003,P012,2026-06-16,4,139.96
520,S003,P013,2026-06-16,8,239.92
521,S003,P014,2026-06-16,2,39.98
522,S003,P015,2026-06-16,8,439.92
523,S003,P016,2026-06-16,4,279.96
524,S003,P017,2026-06-16,4,139.96
525,S003,P018,2026-06-16,7,104.93
526,S003,P019,2026-06-16,6,167.94
527,S003,P020,2026-06-16,5,374.95
528,S001,P001,2026-06-17,7,419.93
529,S001,P002,2026-06-17,8,319.92
530,S001,P003,2026-06-17,6,539.94
531,S001,P004,2026-06-17,4,79.96
532,S001,P005,2026-06-17,2,59.98
533,S001,P006,2026-06-17,7,839.93
534,S001,P007,2026-06-17,3,299.97
535,S001,P008,2026-06-17,1,79.99
536,S001,P009,2026-06-17,2,99.98
537,S001,P010,2026-06-17,2,49.98
538,S001,P011,2026-06-17,6,269.94
539,S001,P012,2026-06-17,5,174.95
540,S001,P013,2026-06-17,4,119.96
541,S001,P014,2026-06-17,7,139.93
542,S001,P015,2026-06-17,8,439.92
543,S001,P016,2026-06-17,4,279.96
544,S001,P017,2026-06-17,5,174.95
545,S001,P018,2026-06-17,6,89.94
546,S001,P019,2026-06-17,6,167.94
547,S001,P020,2026-06-17,2,149.98
548,S002,P001,2026-06-17,5,299.95
549,S002,P002,2026-06-17,6,239.94
550,S002,P003,2026-06-17,3,269.97
551,S002,P004,2026-06-17,4,79.96
552,S002,P005,2026-06-17,2,59.98
553,S002,P006,2026-06-17,8,959.92
554,S002,P007,2026-06-17,2,199.98
555,S002,P008,2026-06-17,2,159.98
556,S002,P009,2026-06-17,7,349.93
557,S002,P010,2026-06-17,7,174.93
558,S002,P011,2026-06-17,7,314.93
559,S002,P012,2026-06-17,7,244.93
560,S002,P013,2026-06-17,7,209.93
561,S002,P014,2026-06-17,3,59.97
562,S002,P015,2026-06-17,4,219.96
563,S002,P016,2026-06-17,5,349.95
564,S002,P017,2026-06-17,2,69.98
565,S002,P018,2026-06-17,7,104.93
566,S002,P019,2026-06-17,4,111.96
567,S002,P020,2026-06-17,6,449.94
568,S003,P001,2026-06-17,4,239.96
569,S003,P002,2026-06-17,7,279.93
570,S003,P003,2026-06-17,8,719.92
571,S003,P004,2026-06-17,2,39.98
572,S003,P005,2026-06-17,7,209.93
573,S003,P006,2026-06-17,9,1079.91
574,S003,P007,2026-06-17,4,399.96
575,S003,P008,2026-06-17,1,79.99
576,S003,P009,2026-06-17,4,199.96
577,S003,P010,2026-06-17,5,124.95
578,S003,P011,2026-06-17,7,314.93
579,S003,P012,2026-06-17,4,139.96
580,S003,P013,2026-06-17,6,179.94
581,S003,P014,2026-06-17,3,59.97
582,S003,P015,2026-06-17,3,164.97
583,S003,P016,2026-06-17,5,349.95
584,S003,P017,2026-06-17,7,244.93
585,S003,P018,2026-06-17,5,74.95
586,S003,P019,2026-06-17,7,195.93
587,S003,P020,2026-06-17,7,524.93
588,S001,P001,2026-06-18,3,179.97
589,S001,P002,2026-06-18,6,239.94
590,S001,P003,2026-06-18,6,539.94
591,S001,P004,2026-06-18,4,79.96
592,S001,P005,2026-06-18,5,149.95
593,S001,P006,2026-06-18,5,599.95
594,S001,P007,2026-06-18,4,399.96
595,S001,P009,2026-06-18,5,249.95
596,S001,P010,2026-06-18,8,199.92
597,S001,P011,2026-06-18,6,269.94
598,S001,P012,2026-06-18,6,209.94
599,S001,P013,2026-06-18,7,209.93
600,S001,P014,2026-06-18,4,79.96
601,S001,P015,2026-06-18,5,274.95
602,S001,P016,2026-06-18,5,349.95
603,S001,P017,2026-06-18,5,174.95
604,S001,P018,2026-06-18,7,104.93
605,S001,P019,2026-06-18,3,83.97
606,S001,P020,2026-06-18,6,449.94
607,S002,P001,2026-06-18,5,299.95
608,S002,P002,2026-06-18,8,319.92
609,S002,P003,2026-06-18,8,719.92
610,S002,P004,2026-06-18,7,139.93
611,S002,P005,2026-06-18,3,89.97
612,S002,P006,2026-06-18,5,599.95
613,S002,P007,2026-06-18,4,399.96
614,S002,P008,2026-06-18,2,159.98
615,S002,P009,2026-06-18,7,349.93
616,S002,P010,2026-06-18,6,149.94
617,S002,P011,2026-06-18,4,179.96
618,S002,P012,2026-06-18,2,69.98
619,S002,P013,2026-06-18,8,239.92
620,S002,P014,2026-06-18,8,159.92
621,S002,P015,2026-06-18,3,164.97
622,S002,P016,2026-06-18,7,489.93
623,S002,P017,2026-06-18,4,139.96
624,S002,P018,2026-06-18,3,44.97
625,S002,P019,2026-06-18,8,223.92
626,S002,P020,2026-06-18,3,224.97
627,S003,P001,2026-06-18,3,179.97
628,S003,P002,2026-06-18,2,79.98
629,S003,P003,2026-06-18,2,179.98
630,S003,P004,2026-06-18,3,59.97
631,S003,P005,2026-06-18,5,149.95
632,S003,P006,2026-06-18,5,599.95
633,S003,P007,2026-06-18,5,499.95
634,S003,P008,2026-06-18,2,159.98
635,S003,P009,2026-06-18,6,299.94
636,S003,P010,2026-06-18,3,74.97
637,S003,P011,2026-06-18,7,314.93
638,S003,P012,2026-06-18,7,244.93
639,S003,P013,2026-06-18,5,149.95
640,S003,P014,2026-06-18,5,99.95
641,S003,P015,2026-06-18,5,274.95
642,S003,P016,2026-06-18,3,209.97
643,S003,P017,2026-06-18,3,104.97
644,S003,P018,2026-06-18,7,104.93
645,S003,P019,2026-06-18,7,195.93
646,S003,P020,2026-06-18,2,149.98
647,S001,P001,2026-06-19,8,479.92
648,S001,P002,2026-06-19,8,319.92
649,S001,P003,2026-06-19,8,719.92
650,S001,P004,2026-06-19,2,39.98
651,S001,P005,2026-06-19,8,239.92
652,S001,P006,2026-06-19,6,719.94
653,S001,P007,2026-06-19,3,299.97
654,S001,P008,2026-06-19,2,159.98
655,S001,P009,2026-06-19,6,299.94
656,S001,P010,2026-06-19,5,124.95
657,S001,P011,2026-06-19,2,89.98
658,S001,P012,2026-06-19,6,209.94
659,S001,P013,2026-06-19,3,89.97
660,S001,P014,2026-06-19,8,159.92
661,S001,P015,2026-06-19,2,109.98
662,S001,P016,2026-06-19,5,349.95
663,S001,P017,2026-06-19,3,104.97
